4275,8/08/2015,The Longest Ride,1,FALSE,FALSE
4833,6/08/2015,Fantastic Four,1,FALSE,FALSE
4833,1/08/2015,Mission: Impossible - Rogue Nation,1,FALSE,FALSE
4275,1/08/2015,Dior and I,1,FALSE,FALSE
4275,20/07/2015,Avengers: Age of Ultron,1,FALSE,FALSE
4301,19/07/2015,Woman in Gold,1,FALSE,FALSE
4275,17/07/2015,Furious 7,3,TRUE,FALSE
4833,16/07/2015,3D Ant-Man,3,TRUE,FALSE
4833,2/07/2015,Terminator: Genisys,1,FALSE,FALSE
4833,25/06/2015,Minions,1,FALSE,FALSE
4833,18/06/2015,Hot Pursuit,5,FALSE,TRUE
4301,15/06/2015,A Royal Night Out,1,FALSE,FALSE
4833,11/06/2015,3D Jurassic World,3,TRUE,FALSE
4833,10/06/2015,Mad Max: Fury Road,1,FALSE,FALSE
4833,7/06/2015,3D San Andreas,7,TRUE,TRUE
4275,7/06/2015,Boychoir,3,TRUE,FALSE
4301,1/06/2015,Paper Planes,3,TRUE,FALSE
4275,22/05/2015,Cobain: Montage of Heck,3,TRUE,FALSE
4301,20/04/2015,The Gunman,3,TRUE,FALSE
4275,10/04/2015,The Age of Adaline,1,FALSE,FALSE
4301,22/03/2015,Cinderella,1,FALSE,FALSE
4275,11/03/2015,Testament of Youth,1,FALSE,FALSE
